ano,serie,raca_cor,disciplina,value,escola_publica,escola_publica_contagem,regiao,regiao_contagem,sexo,sexo_contagem,escolaridade_agrupado,escolaridade_mae,escolaridade_pai,responsaveis_comparecem_reuniao_pais,quantidade_agrupado,possui_casa_dormitorio,possui_computador,possui_geladeira,possui_tv,possui_automovel,possui_casa_banheiro,possui_freezer,possui_maquina_lavar_roupa,evasao_escolar_ate_final_ano,rede,reprovacao,possui_trabalho_agrupado,possui_trabalho,tempo_lazer_agrupado,tempo_lazer,trabalho_domestico_agrupado,tempo_trabalho_domestico,desempenho_aluno,desempenho_aluno_contagem
2017,12,Parda,MT,E,-,0,Sul,51286,-,0,EB completa,61120,35961.0,0,Sim,58448,4041,1002,17755,2813,8540,849,371,0,0,0,53305,Sim,77253,0,0,0,-,0
2017,12,Parda,MT,F,-,0,-,0,-,0,ES completo,66315,135337.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,12,Preta,MT,*,-,0,-,0,-,4589,0,7865,13884.0,4626,0,3593,1151,1393,2021,1684,4190,1903,1255,0,6753,0,5382,0,4802,4913,4474,8193,-,3
2017,12,Preta,MT,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,12,Preta,MT,A,Não,4074,Norte,13900,Masculino,83847,EB incompleta,29256,28353.0,74221,Não,1871,80157,3117,6931,101721,2495,142170,56263,Não,45269,Sim,29828,Não,49362,151794,152758,106473,Avançado,581
2017,12,Preta,MT,B,Sim,167954,Nordeste,58356,Feminino,83592,EB incompleta,25255,23556.0,52888,Sim,16957,72807,149969,90961,56025,119673,25392,106841,Sim,120006,Não,41797,Não,47310,8531,6382,32396,Proficiente,5003
2017,12,Preta,MT,C,-,0,Centro-Oeste,80184,-,0,EB incompleta,25064,20356.0,40293,Sim,75484,13824,15698,50337,9959,36812,1890,6961,0,0,Não,24076,Não,19266,6790,8414,24966,Básico,51286
2017,12,Preta,MT,D,-,0,Sudeste,7301,-,0,EB completa,50339,36912.0,0,Sim,58568,3055,1432,16321,1784,6838,368,473,0,0,Não,56551,Não,30977,0,0,0,Insuficiente,115617
2017,12,Preta,MT,E,-,0,Sul,12287,-,0,EB completa,15493,8931.0,0,Sim,15555,1034,419,5457,855,2020,305,235,0,0,0,14394,Sim,20311,0,0,0,-,0
2017,12,Preta,MT,F,-,0,-,0,-,0,ES completo,18756,40036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Amarela,LP,*,-,0,-,0,-,9,0,51,112.0,28,0,36,12,11,28,23,42,19,20,0,50,0,33,0,38,27,34,44,-,0
2017,13,Amarela,LP,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Amarela,LP,A,Não,2,Norte,120,Masculino,907,EB incompleta,264,305.0,1106,Não,7,729,17,71,1122,15,1880,834,Não,454,Sim,302,Não,847,2139,2043,1810,Avançado,60
2017,13,Amarela,LP,B,Sim,2227,Nordeste,1355,Feminino,1313,EB incompleta,270,304.0,580,Sim,123,1084,2026,1237,845,1340,302,1310,Sim,1725,Não,680,Não,538,43,62,224,Proficiente,1068
2017,13,Amarela,LP,C,-,0,Centro-Oeste,552,-,0,EB incompleta,315,292.0,515,Sim,1016,281,161,645,201,623,20,62,0,0,Não,400,Não,182,20,90,151,Básico,698
2017,13,Amarela,LP,D,-,0,Sudeste,116,-,0,EB completa,828,655.0,0,Sim,852,90,10,196,32,157,6,3,0,0,Não,666,Não,273,0,0,0,Insuficiente,403
2017,13,Amarela,LP,E,-,0,Sul,86,-,0,EB completa,370,235.0,0,Sim,195,33,4,52,6,52,2,0,0,0,0,148,Sim,351,0,0,0,-,0
2017,13,Amarela,LP,F,-,0,-,0,-,0,ES completo,131,326.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Branca,LP,*,-,0,-,0,-,123,0,255,643.0,351,0,262,72,110,239,97,269,162,93,0,482,0,412,0,357,370,386,533,-,0
2017,13,Branca,LP,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Branca,LP,A,Não,31,Norte,523,Masculino,11861,EB incompleta,1763,2134.0,11285,Não,49,3535,97,405,6481,75,18556,4068,Não,4282,Sim,2602,Não,9787,23239,22316,20828,Avançado,1256
2017,13,Branca,LP,B,Sim,24010,Nordeste,5592,Feminino,12057,EB incompleta,2657,3225.0,7230,Sim,880,12371,20703,9848,12400,11874,4761,18728,Sim,19277,Não,6495,Não,6338,295,440,1768,Proficiente,13798
2017,13,Branca,LP,C,-,0,Centro-Oeste,11455,-,0,EB incompleta,3012,3237.0,5175,Sim,9536,5498,2871,8454,4220,8294,475,1107,0,0,Não,4893,Não,1976,137,899,912,Básico,5971
2017,13,Branca,LP,D,-,0,Sudeste,5463,-,0,EB completa,9335,8542.0,0,Sim,10935,1869,221,3542,648,2667,58,37,0,0,Não,8457,Não,2189,0,0,0,Insuficiente,3009
2017,13,Branca,LP,E,-,0,Sul,1008,-,0,EB completa,6115,3987.0,0,Sim,2379,696,39,1553,195,862,29,8,0,0,0,1182,Sim,3394,0,0,0,-,0
2017,13,Branca,LP,F,-,0,-,0,-,0,ES completo,904,2273.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Indígena,LP,*,-,0,-,0,-,7,0,24,39.0,16,0,8,3,4,7,10,15,10,5,0,26,0,15,0,12,15,12,27,-,0
2017,13,Indígena,LP,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Indígena,LP,A,Não,0,Norte,130,Masculino,378,EB incompleta,99,124.0,378,Não,10,315,13,32,449,18,618,305,Não,138,Sim,144,Não,268,674,678,513,Avançado,6
2017,13,Indígena,LP,B,Sim,726,Nordeste,395,Feminino,341,EB incompleta,95,95.0,187,Sim,59,298,657,423,231,511,87,395,Sim,562,Não,199,Não,171,23,19,90,Proficiente,251
2017,13,Indígena,LP,C,-,0,Centro-Oeste,147,-,0,EB incompleta,115,85.0,145,Sim,324,77,48,206,29,148,7,19,0,0,Não,105,Não,67,14,17,96,Básico,257
2017,13,Indígena,LP,D,-,0,Sudeste,28,-,0,EB completa,233,205.0,0,Sim,253,27,2,44,3,23,1,1,0,0,Não,194,Não,108,0,0,0,Insuficiente,212
2017,13,Indígena,LP,E,-,0,Sul,26,-,0,EB completa,105,62.0,0,Sim,72,6,2,14,4,11,3,1,0,0,0,69,Sim,100,0,0,0,-,0
2017,13,Indígena,LP,F,-,0,-,0,-,0,ES completo,55,116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Parda,LP,*,-,0,-,0,-,303,0,730,1697.0,422,0,388,132,175,304,311,455,368,256,0,731,0,540,0,501,459,467,693,-,0
2017,13,Parda,LP,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Parda,LP,A,Não,37,Norte,2117,Masculino,14450,EB incompleta,4105,4748.0,16996,Não,117,10464,277,855,17223,206,27381,12701,Não,6334,Sim,4707,Não,12443,30907,30163,26458,Avançado,1082
2017,13,Parda,LP,B,Sim,32249,Nordeste,18875,Feminino,17533,EB incompleta,4495,5043.0,8533,Sim,2135,16488,29654,18796,12360,20654,4185,18644,Sim,25221,Não,9620,Não,7739,539,643,2922,Proficiente,15483
2017,13,Parda,LP,C,-,0,Centro-Oeste,8017,-,0,EB incompleta,4575,4249.0,6335,Sim,15136,3913,2054,9102,2084,8785,282,646,0,0,Não,5912,Não,2703,381,1013,2213,Básico,9937
2017,13,Parda,LP,D,-,0,Sudeste,1716,-,0,EB completa,11488,9179.0,0,Sim,12194,974,103,2504,247,1746,45,30,0,0,Não,9307,Não,4071,0,0,0,Insuficiente,5778
2017,13,Parda,LP,E,-,0,Sul,1561,-,0,EB completa,5251,2820.0,0,Sim,2316,315,23,725,61,440,25,9,0,0,0,2200,Sim,4829,0,0,0,-,0
2017,13,Parda,LP,F,-,0,-,0,-,0,ES completo,1642,4550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Preta,LP,*,-,0,-,0,-,104,0,277,546.0,157,0,125,50,55,73,69,129,88,67,0,245,0,193,0,178,174,181,276,-,0
2017,13,Preta,LP,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Preta,LP,A,Não,6,Norte,431,Masculino,4223,EB incompleta,1148,1393.0,4245,Não,59,3099,126,253,5220,78,7599,3676,Não,1864,Sim,1262,Não,3200,8402,8248,6803,Avançado,212
2017,13,Preta,LP,B,Sim,8883,Nordeste,5282,Feminino,4562,EB incompleta,1143,1222.0,2429,Sim,653,4436,8063,5187,3087,5947,1108,4949,Sim,6780,Não,2560,Não,2056,157,224,930,Proficiente,4045
2017,13,Preta,LP,C,-,0,Centro-Oeste,2447,-,0,EB incompleta,1179,1115.0,2058,Sim,4164,1007,603,2504,457,2219,72,187,0,0,Não,1390,Não,742,156,236,880,Básico,2735
2017,13,Preta,LP,D,-,0,Sudeste,312,-,0,EB completa,3307,2499.0,0,Sim,3258,222,35,669,42,407,15,7,0,0,Não,2658,Não,1441,0,0,0,Insuficiente,1897
2017,13,Preta,LP,E,-,0,Sul,417,-,0,EB completa,1368,696.0,0,Sim,630,75,7,203,14,109,7,3,0,0,0,826,Sim,1272,0,0,0,-,0
2017,13,Preta,LP,F,-,0,-,0,-,0,ES completo,467,1418.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Amarela,MT,*,-,0,-,0,-,9,0,51,112.0,28,0,36,12,11,28,23,42,19,20,0,50,0,33,0,38,27,34,44,-,0
2017,13,Amarela,MT,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Amarela,MT,A,Não,2,Norte,120,Masculino,907,EB incompleta,264,305.0,1106,Não,7,729,17,71,1122,15,1880,834,Não,454,Sim,302,Não,847,2139,2043,1810,Avançado,81
2017,13,Amarela,MT,B,Sim,2227,Nordeste,1355,Feminino,1313,EB incompleta,270,304.0,580,Sim,123,1084,2026,1237,845,1340,302,1310,Sim,1725,Não,680,Não,538,43,62,224,Proficiente,406
2017,13,Amarela,MT,C,-,0,Centro-Oeste,552,-,0,EB incompleta,315,292.0,515,Sim,1016,281,161,645,201,623,20,62,0,0,Não,400,Não,182,20,90,151,Básico,997
2017,13,Amarela,MT,D,-,0,Sudeste,116,-,0,EB completa,828,655.0,0,Sim,852,90,10,196,32,157,6,3,0,0,Não,666,Não,273,0,0,0,Insuficiente,745
2017,13,Amarela,MT,E,-,0,Sul,86,-,0,EB completa,370,235.0,0,Sim,195,33,4,52,6,52,2,0,0,0,0,148,Sim,351,0,0,0,-,0
2017,13,Amarela,MT,F,-,0,-,0,-,0,ES completo,131,326.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Branca,MT,*,-,0,-,0,-,123,0,255,643.0,351,0,262,72,110,239,97,269,162,93,0,482,0,412,0,357,370,386,533,-,0
2017,13,Branca,MT,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Branca,MT,A,Não,31,Norte,523,Masculino,11861,EB incompleta,1763,2134.0,11285,Não,49,3535,97,405,6481,75,18556,4068,Não,4282,Sim,2602,Não,9787,23239,22316,20828,Avançado,1352
2017,13,Branca,MT,B,Sim,24010,Nordeste,5592,Feminino,12057,EB incompleta,2657,3225.0,7230,Sim,880,12371,20703,9848,12400,11874,4761,18728,Sim,19277,Não,6495,Não,6338,295,440,1768,Proficiente,5510
2017,13,Branca,MT,C,-,0,Centro-Oeste,11455,-,0,EB incompleta,3012,3237.0,5175,Sim,9536,5498,2871,8454,4220,8294,475,1107,0,0,Não,4893,Não,1976,137,899,912,Básico,11697
2017,13,Branca,MT,D,-,0,Sudeste,5463,-,0,EB completa,9335,8542.0,0,Sim,10935,1869,221,3542,648,2667,58,37,0,0,Não,8457,Não,2189,0,0,0,Insuficiente,5475
2017,13,Branca,MT,E,-,0,Sul,1008,-,0,EB completa,6115,3987.0,0,Sim,2379,696,39,1553,195,862,29,8,0,0,0,1182,Sim,3394,0,0,0,-,0
2017,13,Branca,MT,F,-,0,-,0,-,0,ES completo,904,2273.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Indígena,MT,*,-,0,-,0,-,7,0,24,39.0,16,0,8,3,4,7,10,15,10,5,0,26,0,15,0,12,15,12,27,-,0
2017,13,Indígena,MT,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Indígena,MT,A,Não,0,Norte,130,Masculino,378,EB incompleta,99,124.0,378,Não,10,315,13,32,449,18,618,305,Não,138,Sim,144,Não,268,674,678,513,Avançado,5
2017,13,Indígena,MT,B,Sim,726,Nordeste,395,Feminino,341,EB incompleta,95,95.0,187,Sim,59,298,657,423,231,511,87,395,Sim,562,Não,199,Não,171,23,19,90,Proficiente,75
2017,13,Indígena,MT,C,-,0,Centro-Oeste,147,-,0,EB incompleta,115,85.0,145,Sim,324,77,48,206,29,148,7,19,0,0,Não,105,Não,67,14,17,96,Básico,308
2017,13,Indígena,MT,D,-,0,Sudeste,28,-,0,EB completa,233,205.0,0,Sim,253,27,2,44,3,23,1,1,0,0,Não,194,Não,108,0,0,0,Insuficiente,338
2017,13,Indígena,MT,E,-,0,Sul,26,-,0,EB completa,105,62.0,0,Sim,72,6,2,14,4,11,3,1,0,0,0,69,Sim,100,0,0,0,-,0
2017,13,Indígena,MT,F,-,0,-,0,-,0,ES completo,55,116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Parda,MT,*,-,0,-,0,-,303,0,730,1697.0,422,0,388,132,175,304,311,455,368,256,0,731,0,540,0,501,459,467,693,-,0
2017,13,Parda,MT,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Parda,MT,A,Não,37,Norte,2117,Masculino,14450,EB incompleta,4105,4748.0,16996,Não,117,10464,277,855,17223,206,27381,12701,Não,6334,Sim,4707,Não,12443,30907,30163,26458,Avançado,1072
2017,13,Parda,MT,B,Sim,32249,Nordeste,18875,Feminino,17533,EB incompleta,4495,5043.0,8533,Sim,2135,16488,29654,18796,12360,20654,4185,18644,Sim,25221,Não,9620,Não,7739,539,643,2922,Proficiente,5530
2017,13,Parda,MT,C,-,0,Centro-Oeste,8017,-,0,EB incompleta,4575,4249.0,6335,Sim,15136,3913,2054,9102,2084,8785,282,646,0,0,Não,5912,Não,2703,381,1013,2213,Básico,15149
2017,13,Parda,MT,D,-,0,Sudeste,1716,-,0,EB completa,11488,9179.0,0,Sim,12194,974,103,2504,247,1746,45,30,0,0,Não,9307,Não,4071,0,0,0,Insuficiente,10529
2017,13,Parda,MT,E,-,0,Sul,1561,-,0,EB completa,5251,2820.0,0,Sim,2316,315,23,725,61,440,25,9,0,0,0,2200,Sim,4829,0,0,0,-,0
2017,13,Parda,MT,F,-,0,-,0,-,0,ES completo,1642,4550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Preta,MT,*,-,0,-,0,-,104,0,277,546.0,157,0,125,50,55,73,69,129,88,67,0,245,0,193,0,178,174,181,276,-,0
2017,13,Preta,MT,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2017,13,Preta,MT,A,Não,6,Norte,431,Masculino,4223,EB incompleta,1148,1393.0,4245,Não,59,3099,126,253,5220,78,7599,3676,Não,1864,Sim,1262,Não,3200,8402,8248,6803,Avançado,185
2017,13,Preta,MT,B,Sim,8883,Nordeste,5282,Feminino,4562,EB incompleta,1143,1222.0,2429,Sim,653,4436,8063,5187,3087,5947,1108,4949,Sim,6780,Não,2560,Não,2056,157,224,930,Proficiente,1233
2017,13,Preta,MT,C,-,0,Centro-Oeste,2447,-,0,EB incompleta,1179,1115.0,2058,Sim,4164,1007,603,2504,457,2219,72,187,0,0,Não,1390,Não,742,156,236,880,Básico,4015
2017,13,Preta,MT,D,-,0,Sudeste,312,-,0,EB completa,3307,2499.0,0,Sim,3258,222,35,669,42,407,15,7,0,0,Não,2658,Não,1441,0,0,0,Insuficiente,3456
2017,13,Preta,MT,E,-,0,Sul,417,-,0,EB completa,1368,696.0,0,Sim,630,75,7,203,14,109,7,3,0,0,0,826,Sim,1272,0,0,0,-,0
2017,13,Preta,MT,F,-,0,-,0,-,0,ES completo,467,1418.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2019,5,Amarela,LP,*,-,0,-,0,-,0,0,2452,1306.0,1546,0,3654,7578,6872,2426,1182,1520,1086,862,540,872,460,Sim,531,0,6016,0,4280,-,47
2019,5,Amarela,LP,.,-,0,-,0,-,0,0,2348,2052.0,12164,0,8118,7768,4848,8886,10590,11104,10130,9502,3544,3870,4494,Sim,3465,0,5968,0,8850,-,0
2019,5,Amarela,LP,A,Não,1128,Norte,14826,Masculino,0,EB incompleta,7936,7226.0,12266,Não,3148,44836,3462,3838,46154,2976,32014,15876,90074,71826,75356,Não,17786,Sim,14580,Sim,22330,Avançado,9015
2019,5,Amarela,LP,B,Sim,105862,Nordeste,38848,Feminino,0,EB incompleta,8988,7960.0,31242,Sim,14132,30506,74794,45774,34440,60212,63760,80750,9014,11276,19020,Sim,2059,Não,22890,Não,39364,Proficiente,14860
2019,5,Amarela,LP,C,-,0,Centro-Oeste,35804,-,0,EB incompleta,11280,9756.0,49772,Sim,40036,10876,12646,31068,9722,23458,0,0,3818,19146,7660,Sim,1186,Não,19454,Não,18030,Básico,17530
2019,5,Amarela,LP,D,-,0,Sudeste,9336,-,0,EB completa,11978,10046.0,0,Sim,37902,5426,4368,14998,4902,7720,0,0,0,0,0,Sim,1847,Não,38082,Não,14136,Insuficiente,12043
2019,5,Amarela,LP,E,-,0,Sul,8176,-,0,EB completa,8600,7748.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2019,5,Amarela,LP,F,-,0,-,0,-,0,ES completo,53408,60896.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2019,5,Branca,LP,*,-,0,-,0,-,0,0,27814,15810.0,10006,0,24888,54172,37296,16298,6456,7870,8428,4532,4342,8380,3024,Sim,1593,0,33890,0,30856,-,441
2019,5,Branca,LP,.,-,0,-,0,-,0,0,20632,15276.0,68358,0,41428,40778,22486,45712,51512,57734,50320,45844,23482,24630,30884,Sim,13392,0,30530,0,51838,-,0
2019,5,Branca,LP,A,Não,19072,Norte,86882,Masculino,0,EB incompleta,60956,62550.0,115098,Não,13582,407422,14132,24612,362514,14858,249640,99982,1055438,871598,941794,Não,115829,Sim,88376,Sim,236704,Avançado,173250
2019,5,Branca,LP,B,Sim,1139372,Nordeste,216538,Feminino,0,EB incompleta,69272,69054.0,339546,Sim,111670,429908,887164,434752,501508,656574,850056,1008086,56936,79824,136742,Sim,8578,Não,214866,Não,499684,Proficiente,208369
2019,5,Branca,LP,C,-,0,Centro-Oeste,492022,-,0,EB incompleta,101998,87516.0,625436,Sim,467882,159808,160396,401990,171242,312368,0,0,18246,174012,46000,Sim,4680,Não,262928,Não,210800,Básico,140368
2019,5,Branca,LP,D,-,0,Sudeste,280480,-,0,EB completa,152024,123128.0,0,Sim,498994,66356,36970,235080,65212,109040,0,0,0,0,0,Sim,8243,Não,527854,Não,128562,Insuficiente,56794
2019,5,Branca,LP,E,-,0,Sul,82522,-,0,EB completa,136258,109606.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2019,5,Branca,LP,F,-,0,-,0,-,0,ES completo,589490,675504.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2019,5,Indígena,LP,*,-,0,-,0,-,0,0,2710,1520.0,1252,0,3048,6906,5044,1926,770,998,1028,570,564,940,450,Sim,294,0,4368,0,3534,-,46
2019,5,Indígena,LP,.,-,0,-,0,-,0,0,2180,1708.0,8832,0,5342,5044,3000,5848,7028,7342,6602,6264,2574,2822,3480,Sim,2142,0,3932,0,6068,-,0
2019,5,Indígena,LP,A,Não,1468,Norte,14034,Masculino,0,EB incompleta,7226,6954.0,11840,Não,2724,46432,3428,4358,49170,3004,29926,16356,93862,77056,80580,Não,16961,Sim,12572,Sim,20672,Avançado,11797
2019,5,Indígena,LP,B,Sim,106026,Nordeste,32338,Feminino,0,EB incompleta,7640,7104.0,32604,Sim,13480,32434,78706,45758,35970,64434,69938,84304,7558,8870,16590,Sim,1464,Não,22292,Não,42426,Proficiente,18750
2019,5,Indígena,LP,C,-,0,Centro-Oeste,39990,-,0,EB incompleta,10416,8956.0,52966,Sim,42628,11274,13656,33638,10120,24252,0,0,2936,17806,6394,Sim,907,Não,21076,Não,19756,Básico,15312
2019,5,Indígena,LP,D,-,0,Sudeste,11718,-,0,EB completa,13624,11126.0,0,Sim,40272,5404,3660,15966,4436,7464,0,0,0,0,0,Sim,1476,Não,43254,Não,15038,Insuficiente,7842
2019,5,Indígena,LP,E,-,0,Sul,9414,-,0,EB completa,10656,9370.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2019,5,Indígena,LP,F,-,0,-,0,-,0,ES completo,53042,60756.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2019,5,Parda,LP,*,-,0,-,0,-,0,0,46154,24924.0,18100,0,47660,112776,77094,28180,10096,13884,16484,9394,8586,15308,6042,Sim,3660,0,67904,0,55736,-,628
2019,5,Parda,LP,.,-,0,-,0,-,0,0,37224,26066.0,124324,0,74208,71040,35278,82320,98614,106700,93368,83754,36976,37922,51936,Sim,32913,0,51016,0,87250,-,0
2019,5,Parda,LP,A,Não,22138,Norte,301902,Masculino,0,EB incompleta,110026,111424.0,182208,Não,29828,911068,33528,51120,917564,32092,605344,285400,1782012,1486884,1549094,Não,366883,Sim,202978,Sim,389452,Avançado,229805
2019,5,Parda,LP,B,Sim,1945748,Nordeste,628752,Feminino,0,EB incompleta,129124,118712.0,608090,Sim,230504,605932,1527750,890822,696450,1223902,1252690,1589338,106894,128340,268110,Sim,24941,Não,411916,Não,826992,Proficiente,354702
2019,5,Parda,LP,C,-,0,Centro-Oeste,701114,-,0,EB incompleta,180752,147024.0,1035164,Sim,833294,190992,241378,635898,176580,463028,0,0,33418,299432,92704,Sim,13834,Não,423802,Não,362932,Básico,286505
2019,5,Parda,LP,D,-,0,Sudeste,161738,-,0,EB completa,253470,195164.0,0,Sim,752392,76078,52858,279546,68582,128280,0,0,0,0,0,Sim,24113,Não,810270,Não,245524,Insuficiente,112303
2019,5,Parda,LP,E,-,0,Sul,174380,-,0,EB completa,175054,143954.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2019,5,Parda,LP,F,-,0,-,0,-,0,ES completo,1036082,1200618.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2019,5,Preta,LP,*,-,0,-,0,-,0,0,9642,4954.0,5162,0,13832,31574,27792,8286,3264,4492,3762,3046,2352,3310,2006,Sim,1296,0,21770,0,15558,-,224
2019,5,Preta,LP,.,-,0,-,0,-,0,0,9816,8288.0,46786,0,29596,27696,14928,32578,38858,40548,36792,33610,12262,12980,16860,Sim,11022,0,19314,0,32408,-,0
2019,5,Preta,LP,A,Não,2132,Norte,45792,Masculino,0,EB incompleta,30782,28230.0,43554,Não,10310,192078,10526,12068,206584,10326,137286,64992,356268,302294,275554,Não,67287,Sim,55994,Sim,87652,Avançado,25108
2019,5,Preta,LP,B,Sim,410456,Nordeste,148724,Feminino,0,EB incompleta,33446,28336.0,119764,Sim,59840,110104,295612,183222,120574,255762,234748,310940,30234,32494,83228,Sim,7007,Não,89778,Não,153204,Proficiente,58970
2019,5,Preta,LP,C,-,0,Centro-Oeste,153458,-,0,EB incompleta,42262,34822.0,197322,Sim,161800,34574,48438,120936,29114,79314,0,0,11472,61510,34940,Sim,3808,Não,73230,Não,67888,Básico,77740
2019,5,Preta,LP,D,-,0,Sudeste,36026,-,0,EB completa,43950,36110.0,0,Sim,137210,16562,15292,55498,14194,22146,0,0,0,0,0,Sim,7056,Não,152502,Não,55878,Insuficiente,44252
2019,5,Preta,LP,E,-,0,Sul,28588,-,0,EB completa,27606,23698.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2019,5,Preta,LP,F,-,0,-,0,-,0,ES completo,215084,248150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2019,5,Amarela,MT,*,-,0,-,0,-,0,0,2452,1306.0,1546,0,3654,7578,6872,2426,1182,1520,1086,862,540,872,460,Sim,531,0,6016,0,4280,-,47
2019,5,Amarela,MT,.,-,0,-,0,-,0,0,2348,2052.0,12164,0,8118,7768,4848,8886,10590,11104,10130,9502,3544,3870,4494,Sim,3465,0,5968,0,8850,-,0
2019,5,Amarela,MT,A,Não,1128,Norte,14826,Masculino,0,EB incompleta,7936,7226.0,12266,Não,3148,44836,3462,3838,46154,2976,32014,15876,90074,71826,75356,Não,17786,Sim,14580,Sim,22330,Avançado,6170
2019,5,Amarela,MT,B,Sim,105862,Nordeste,38848,Feminino,0,EB incompleta,8988,7960.0,31242,Sim,14132,30506,74794,45774,34440,60212,63760,80750,9014,11276,19020,Sim,2059,Não,22890,Não,39364,Proficiente,13536
2019,5,Amarela,MT,C,-,0,Centro-Oeste,35804,-,0,EB incompleta,11280,9756.0,49772,Sim,40036,10876,12646,31068,9722,23458,0,0,3818,19146,7660,Sim,1186,Não,19454,Não,18030,Básico,19355
2019,5,Amarela,MT,D,-,0,Sudeste,9336,-,0,EB completa,11978,10046.0,0,Sim,37902,5426,4368,14998,4902,7720,0,0,0,0,0,Sim,1847,Não,38082,Não,14136,Insuficiente,14387
2019,5,Amarela,MT,E,-,0,Sul,8176,-,0,EB completa,8600,7748.0,0,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2019,5,Amarela,MT,F,-,0,-,0,-,0,ES completo,53408,60896.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2019,5,Branca,MT,*,-,0,-,0,-,0,0,27814,15810.0,10006,0,24888,54172,37296,16298,6456,7870,8428,4532,4342,8380,3024,Sim,1593,0,33890,0,30856,-,441
2019,5,Branca,MT,.,-,0,-,0,-,0,0,20632,15276.0,68358,0,41428,40778,22486,45712,51512,57734,50320,45844,23482,24630,30884,Sim,13392,0,30530,0,51838,-,0
2019,5,Branca,MT,A,Não,19072,Norte,86882,Masculino,0,EB incompleta,60956,62550.0,115098,Não,13582,407422,14132,24612,362514,14858,249640,99982,1055438,871598,941794,Não,115829,Sim,88376,Sim,236704,Avançado,123340
