ano,serie,raca_cor,disciplina,value,escola_publica,escola_publica_contagem,regiao,regiao_contagem,sexo,sexo_contagem,escolaridade_agrupado,escolaridade_mae,escolaridade_pai,responsaveis_comparecem_reuniao_pais,quantidade_agrupado,possui_casa_dormitorio,possui_computador,possui_geladeira,possui_tv,possui_automovel,possui_casa_banheiro,possui_freezer,possui_maquina_lavar_roupa,evasao_escolar_ate_final_ano,rede,reprovacao,possui_trabalho_agrupado,possui_trabalho,tempo_lazer_agrupado,tempo_lazer,trabalho_domestico_agrupado,tempo_trabalho_domestico,desempenho_aluno,desempenho_aluno_contagem
2015,9,Branca,LP,A,Não,19144,Norte,54494,Masculino,470172,EB incompleta,102886,97636.0,565844,Não,4288,247860,8948,23546,338494,5968,734914,137708,935520,851058,732578,Não,129432,Sim,129256,Não,337552,Avançado,37759
2015,9,Branca,LP,B,Sim,979390,Nordeste,164912,Feminino,514192,EB incompleta,151904,125504.0,330384,Sim,62296,484100,818744,301802,456372,590916,222562,745892,32758,42962,172306,Sim,833578,Não,198524,Não,323616,Proficiente,156830
2015,9,Branca,LP,C,-,0,Centro-Oeste,494608,-,0,EB incompleta,134162,127848.0,81396,Sim,381762,181952,142626,373848,149032,284528,23618,99636,7992,76994,68536,0,0,Não,184126,Não,93352,Básico,235452
2015,9,Branca,LP,D,-,0,Sudeste,222072,-,0,EB completa,284134,223730.0,0,Sim,402342,55772,15502,194816,33234,74444,4580,7464,0,0,0,0,0,Não,436704,Não,63674,Insuficiente,69106
2015,9,Branca,LP,E,-,0,Sul,62448,-,0,EB completa,126500,93142.0,0,Sim,133498,22920,3936,91632,14404,24962,3226,1888,0,0,0,0,0,0,28762,Sim,159236,-,0
2015,9,Branca,LP,F,-,0,-,0,-,0,ES completo,176444,284892.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Indígena,LP,*,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Indígena,LP,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Indígena,LP,A,Não,984,Norte,9566,Masculino,37016,EB incompleta,11140,10084.0,42678,Não,1126,31396,2132,3008,42262,1700,60680,19546,71376,65478,51088,Não,12304,Sim,13774,Não,26164,Avançado,1312
2015,9,Indígena,LP,B,Sim,78094,Nordeste,26496,Feminino,40690,EB incompleta,13380,9916.0,27082,Sim,7176,33622,63658,29892,26580,51268,14928,51292,4198,3726,17754,Sim,63226,Não,15938,Não,24608,Proficiente,9620
2015,9,Indígena,LP,C,-,0,Centro-Oeste,31534,-,0,EB incompleta,10822,9728.0,7248,Sim,31370,9490,10522,27782,6692,18858,1604,6488,1278,7178,7734,0,0,Não,12756,Não,7948,Básico,21482
2015,9,Indígena,LP,D,-,0,Sudeste,5432,-,0,EB completa,19994,14546.0,0,Sim,27392,2706,1336,11910,1602,3938,414,672,0,0,0,0,0,Não,29902,Não,6738,Insuficiente,7115
2015,9,Indígena,LP,E,-,0,Sul,6050,-,0,EB completa,7176,5388.0,0,Sim,10490,1190,526,5394,1054,1482,410,354,0,0,0,0,0,0,4718,Sim,11592,-,0
2015,9,Indígena,LP,F,-,0,-,0,-,0,ES completo,13294,23804.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Parda,LP,*,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Parda,LP,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Parda,LP,A,Não,3536,Norte,30916,Masculino,228882,EB incompleta,58524,52564.0,233120,Não,3984,164798,6684,14780,238858,5550,331412,96452,388710,365748,260144,Não,66842,Sim,75492,Não,151684,Avançado,6760
2015,9,Parda,LP,B,Sim,424890,Nordeste,132572,Feminino,189054,EB incompleta,68242,49480.0,146594,Sim,41316,195544,352754,158976,141726,292848,81398,286854,21188,15238,104302,Sim,340640,Não,85276,Não,130086,Proficiente,43540
2015,9,Parda,LP,C,-,0,Centro-Oeste,206582,-,0,EB incompleta,55278,49328.0,37214,Sim,176918,48106,56016,155120,31724,96362,7116,37116,6030,32180,49766,0,0,Não,70406,Não,37964,Básico,115992
2015,9,Parda,LP,D,-,0,Sudeste,27280,-,0,EB completa,107622,74048.0,0,Sim,145902,11778,6282,66070,7420,18534,1552,3004,0,0,0,0,0,Não,164948,Não,31048,Insuficiente,47858
2015,9,Parda,LP,E,-,0,Sul,31076,-,0,EB completa,36420,24680.0,0,Sim,52212,5040,1998,27528,4048,5744,1366,1142,0,0,0,0,0,0,20744,Sim,65840,-,0
2015,9,Parda,LP,F,-,0,-,0,-,0,ES completo,85194,147362.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Preta,LP,*,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Preta,LP,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Preta,LP,A,Não,18820,Norte,216440,Masculino,797626,EB incompleta,237436,220448.0,977038,Não,10336,676060,24728,52386,886352,16738,1337310,399478,1581352,1485516,1162748,Não,234216,Sim,305422,Não,593468,Avançado,36538
2015,9,Preta,LP,B,Sim,1697574,Nordeste,524406,Feminino,885730,EB incompleta,286830,221406.0,579188,Sim,141576,765670,1440816,677644,622498,1146512,321324,1154212,75304,57716,360570,Sim,1413914,Não,374380,Não,546934,Proficiente,208608
2015,9,Preta,LP,C,-,0,Centro-Oeste,704338,-,0,EB incompleta,233624,209204.0,122054,Sim,699732,196948,207728,620578,146902,413238,28258,137072,18826,122794,145430,0,0,Não,296784,Não,162652,Básico,465123
2015,9,Preta,LP,D,-,0,Sudeste,128268,-,0,EB completa,433330,308840.0,0,Sim,627164,48760,21196,248410,31084,81996,6170,10010,0,0,0,0,0,Não,623900,Não,119936,Insuficiente,147741
2015,9,Preta,LP,E,-,0,Sul,142942,-,0,EB completa,149944,101860.0,0,Sim,208372,17496,5080,95046,13840,24110,4166,2332,0,0,0,0,0,0,76442,Sim,254164,-,0
2015,9,Preta,LP,F,-,0,-,0,-,0,ES completo,316206,544040.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Amarela,MT,*,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Amarela,MT,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Amarela,MT,A,Não,2890,Norte,14752,Masculino,51882,EB incompleta,18116,16304.0,75044,Não,1154,49918,1854,4188,69288,1520,110054,32168,130974,117738,96208,Não,18280,Sim,20536,Não,46120,Avançado,1348
2015,9,Amarela,MT,B,Sim,140202,Nordeste,48600,Feminino,89436,EB incompleta,22580,17280.0,50602,Sim,10960,65256,118500,52828,53704,89844,27192,96414,6774,7464,29982,Sim,119196,Não,28164,Não,47130,Proficiente,9192
2015,9,Amarela,MT,C,-,0,Centro-Oeste,55700,-,0,EB incompleta,18726,16578.0,14070,Sim,57794,18952,18342,52672,13742,36918,2612,11738,1790,13622,12880,0,0,Não,24912,Não,15190,Básico,40143
2015,9,Amarela,MT,D,-,0,Sudeste,10858,-,0,EB completa,38660,27118.0,0,Sim,52510,5362,2074,21976,3092,8804,706,960,0,0,0,0,0,Não,60328,Não,11830,Insuficiente,20836
2015,9,Amarela,MT,E,-,0,Sul,13182,-,0,EB completa,14474,10554.0,0,Sim,18196,2394,680,9314,1722,2902,630,420,0,0,0,0,0,0,5720,Sim,19460,-,0
2015,9,Amarela,MT,F,-,0,-,0,-,0,ES completo,25646,46512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Branca,MT,*,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Branca,MT,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Branca,MT,A,Não,19144,Norte,54494,Masculino,470172,EB incompleta,102886,97636.0,565844,Não,4288,247860,8948,23546,338494,5968,734914,137708,935520,851058,732578,Não,129432,Sim,129256,Não,337552,Avançado,16072
2015,9,Branca,MT,B,Sim,979390,Nordeste,164912,Feminino,514192,EB incompleta,151904,125504.0,330384,Sim,62296,484100,818744,301802,456372,590916,222562,745892,32758,42962,172306,Sim,833578,Não,198524,Não,323616,Proficiente,86822
2015,9,Branca,MT,C,-,0,Centro-Oeste,494608,-,0,EB incompleta,134162,127848.0,81396,Sim,381762,181952,142626,373848,149032,284528,23618,99636,7992,76994,68536,0,0,Não,184126,Não,93352,Básico,273488
2015,9,Branca,MT,D,-,0,Sudeste,222072,-,0,EB completa,284134,223730.0,0,Sim,402342,55772,15502,194816,33234,74444,4580,7464,0,0,0,0,0,Não,436704,Não,63674,Insuficiente,122765
2015,9,Branca,MT,E,-,0,Sul,62448,-,0,EB completa,126500,93142.0,0,Sim,133498,22920,3936,91632,14404,24962,3226,1888,0,0,0,0,0,0,28762,Sim,159236,-,0
2015,9,Branca,MT,F,-,0,-,0,-,0,ES completo,176444,284892.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Indígena,MT,*,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Indígena,MT,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Indígena,MT,A,Não,984,Norte,9566,Masculino,37016,EB incompleta,11140,10084.0,42678,Não,1126,31396,2132,3008,42262,1700,60680,19546,71376,65478,51088,Não,12304,Sim,13774,Não,26164,Avançado,370
2015,9,Indígena,MT,B,Sim,78094,Nordeste,26496,Feminino,40690,EB incompleta,13380,9916.0,27082,Sim,7176,33622,63658,29892,26580,51268,14928,51292,4198,3726,17754,Sim,63226,Não,15938,Não,24608,Proficiente,4085
2015,9,Indígena,MT,C,-,0,Centro-Oeste,31534,-,0,EB incompleta,10822,9728.0,7248,Sim,31370,9490,10522,27782,6692,18858,1604,6488,1278,7178,7734,0,0,Não,12756,Não,7948,Básico,22195
2015,9,Indígena,MT,D,-,0,Sudeste,5432,-,0,EB completa,19994,14546.0,0,Sim,27392,2706,1336,11910,1602,3938,414,672,0,0,0,0,0,Não,29902,Não,6738,Insuficiente,12879
2015,9,Indígena,MT,E,-,0,Sul,6050,-,0,EB completa,7176,5388.0,0,Sim,10490,1190,526,5394,1054,1482,410,354,0,0,0,0,0,0,4718,Sim,11592,-,0
2015,9,Indígena,MT,F,-,0,-,0,-,0,ES completo,13294,23804.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Parda,MT,*,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Parda,MT,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Parda,MT,A,Não,3536,Norte,30916,Masculino,228882,EB incompleta,58524,52564.0,233120,Não,3984,164798,6684,14780,238858,5550,331412,96452,388710,365748,260144,Não,66842,Sim,75492,Não,151684,Avançado,1872
2015,9,Parda,MT,B,Sim,424890,Nordeste,132572,Feminino,189054,EB incompleta,68242,49480.0,146594,Sim,41316,195544,352754,158976,141726,292848,81398,286854,21188,15238,104302,Sim,340640,Não,85276,Não,130086,Proficiente,18653
2015,9,Parda,MT,C,-,0,Centro-Oeste,206582,-,0,EB incompleta,55278,49328.0,37214,Sim,176918,48106,56016,155120,31724,96362,7116,37116,6030,32180,49766,0,0,Não,70406,Não,37964,Básico,116377
2015,9,Parda,MT,D,-,0,Sudeste,27280,-,0,EB completa,107622,74048.0,0,Sim,145902,11778,6282,66070,7420,18534,1552,3004,0,0,0,0,0,Não,164948,Não,31048,Insuficiente,77248
2015,9,Parda,MT,E,-,0,Sul,31076,-,0,EB completa,36420,24680.0,0,Sim,52212,5040,1998,27528,4048,5744,1366,1142,0,0,0,0,0,0,20744,Sim,65840,-,0
2015,9,Parda,MT,F,-,0,-,0,-,0,ES completo,85194,147362.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Preta,MT,*,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Preta,MT,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,9,Preta,MT,A,Não,18820,Norte,216440,Masculino,797626,EB incompleta,237436,220448.0,977038,Não,10336,676060,24728,52386,886352,16738,1337310,399478,1581352,1485516,1162748,Não,234216,Sim,305422,Não,593468,Avançado,12975
2015,9,Preta,MT,B,Sim,1697574,Nordeste,524406,Feminino,885730,EB incompleta,286830,221406.0,579188,Sim,141576,765670,1440816,677644,622498,1146512,321324,1154212,75304,57716,360570,Sim,1413914,Não,374380,Não,546934,Proficiente,98275
2015,9,Preta,MT,C,-,0,Centro-Oeste,704338,-,0,EB incompleta,233624,209204.0,122054,Sim,699732,196948,207728,620578,146902,413238,28258,137072,18826,122794,145430,0,0,Não,296784,Não,162652,Básico,478125
2015,9,Preta,MT,D,-,0,Sudeste,128268,-,0,EB completa,433330,308840.0,0,Sim,627164,48760,21196,248410,31084,81996,6170,10010,0,0,0,0,0,Não,623900,Não,119936,Insuficiente,268635
2015,9,Preta,MT,E,-,0,Sul,142942,-,0,EB completa,149944,101860.0,0,Sim,208372,17496,5080,95046,13840,24110,4166,2332,0,0,0,0,0,0,76442,Sim,254164,-,0
2015,9,Preta,MT,F,-,0,-,0,-,0,ES completo,316206,544040.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Amarela,LP,*,-,0,-,0,-,18,0,96,219.0,102,0,42,20,27,23,24,44,35,13,0,103,0,102,0,76,70,60,110,-,2
2015,12,Amarela,LP,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Amarela,LP,A,Não,1017,Norte,642,Masculino,1085,EB incompleta,391,428.0,1131,Não,27,876,39,62,1279,36,2268,835,Não,630,Sim,462,Não,944,2716,1793,2105,Avançado,66
2015,12,Amarela,LP,B,Sim,1967,Nordeste,1236,Feminino,1881,EB incompleta,426,373.0,1163,Sim,174,1356,2533,1271,1207,1563,597,1993,Sim,2251,Não,719,Não,943,143,892,587,Proficiente,880
2015,12,Amarela,LP,C,-,0,Centro-Oeste,482,-,0,EB incompleta,316,337.0,588,Sim,1054,455,320,962,352,908,56,128,0,0,Não,612,Não,294,55,239,182,Básico,1004
2015,12,Amarela,LP,D,-,0,Sudeste,156,-,0,EB completa,951,806.0,0,Sim,1287,178,46,420,89,272,14,4,0,0,Não,966,Não,294,0,0,0,Insuficiente,1032
2015,12,Amarela,LP,E,-,0,Sul,468,-,0,EB completa,609,397.0,0,Sim,400,99,19,246,33,161,14,11,0,0,0,123,Sim,433,0,0,0,-,0
2015,12,Amarela,LP,F,-,0,-,0,-,0,ES completo,195,424.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Branca,LP,*,-,0,-,0,-,197,0,380,1095.0,573,0,288,124,150,237,85,317,175,70,0,589,0,609,0,525,374,355,581,-,3
2015,12,Branca,LP,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Branca,LP,A,Não,10508,Norte,2826,Masculino,10211,EB incompleta,1992,2133.0,9483,Não,86,3670,167,334,6140,99,16267,3481,Não,4836,Sim,2964,Não,8232,21847,11637,18105,Avançado,1309
2015,12,Branca,LP,B,Sim,12765,Nordeste,5338,Feminino,12865,EB incompleta,2521,2626.0,8675,Sim,869,10558,19258,7273,10817,9881,6123,18262,Sim,17848,Não,5668,Não,6860,814,9371,3596,Proficiente,9730
2015,12,Branca,LP,C,-,0,Centro-Oeste,6091,-,0,EB incompleta,2340,2569.0,4542,Sim,7174,5278,3193,7864,4830,7356,585,1355,0,0,Não,5293,Não,2045,238,1910,991,Básico,6438
2015,12,Branca,LP,D,-,0,Sudeste,5758,-,0,EB completa,7668,6825.0,0,Sim,11082,2368,410,4551,1062,3541,74,77,0,0,Não,8117,Não,1631,0,0,0,Insuficiente,5793
2015,12,Branca,LP,E,-,0,Sul,3260,-,0,EB completa,7270,5685.0,0,Sim,3774,1275,95,3014,339,2079,49,28,0,0,0,622,Sim,3980,0,0,0,-,0
2015,12,Branca,LP,F,-,0,-,0,-,0,ES completo,1102,2340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Indígena,LP,*,-,0,-,0,-,20,0,54,101.0,47,0,16,8,11,11,12,25,11,6,0,44,0,43,0,40,24,25,45,-,0
2015,12,Indígena,LP,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Indígena,LP,A,Não,205,Norte,298,Masculino,477,EB incompleta,194,183.0,426,Não,19,406,36,40,587,30,746,329,Não,263,Sim,195,Não,284,847,704,565,Avançado,5
2015,12,Indígena,LP,B,Sim,792,Nordeste,351,Feminino,500,EB incompleta,147,134.0,355,Sim,102,405,812,463,295,617,208,608,Sim,690,Não,220,Não,279,88,197,302,Proficiente,163
2015,12,Indígena,LP,C,-,0,Centro-Oeste,176,-,0,EB incompleta,118,108.0,169,Sim,355,111,114,308,69,232,14,47,0,0,Não,179,Não,117,38,71,85,Básico,316
2015,12,Indígena,LP,D,-,0,Sudeste,51,-,0,EB completa,253,212.0,0,Sim,361,39,15,120,19,52,9,3,0,0,Não,278,Não,106,0,0,0,Insuficiente,513
2015,12,Indígena,LP,E,-,0,Sul,121,-,0,EB completa,150,105.0,0,Sim,144,28,9,55,15,41,9,4,0,0,0,82,Sim,171,0,0,0,-,0
2015,12,Indígena,LP,F,-,0,-,0,-,0,ES completo,81,154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Parda,LP,*,-,0,-,0,-,144,0,320,725.0,247,0,131,57,75,82,53,122,70,58,0,287,0,242,0,212,182,141,290,-,6
2015,12,Parda,LP,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Parda,LP,A,Não,1743,Norte,1468,Masculino,3815,EB incompleta,1162,1181.0,3301,Não,84,2618,141,222,4282,131,6090,2403,Não,1849,Sim,1405,Não,2336,6906,5455,4919,Avançado,122
2015,12,Parda,LP,B,Sim,5926,Nordeste,2950,Feminino,3710,EB incompleta,1094,886.0,2783,Sim,601,3602,6667,3450,2618,4857,1362,4867,Sim,5533,Não,1846,Não,2507,440,1511,1824,Proficiente,1963
2015,12,Parda,LP,C,-,0,Centro-Oeste,1983,-,0,EB incompleta,835,859.0,1338,Sim,3014,948,689,2552,551,1862,109,302,0,0,Não,1458,Não,784,141,562,636,Básico,2521
2015,12,Parda,LP,D,-,0,Sudeste,301,-,0,EB completa,2430,1840.0,0,Sim,2975,306,69,966,107,509,11,29,0,0,Não,2289,Não,724,0,0,0,Insuficiente,3057
2015,12,Parda,LP,E,-,0,Sul,967,-,0,EB completa,1210,830.0,0,Sim,864,138,28,397,58,188,27,10,0,0,0,429,Sim,1106,0,0,0,-,0
2015,12,Parda,LP,F,-,0,-,0,-,0,ES completo,618,1348.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Preta,LP,*,-,0,-,0,-,490,0,1216,3059.0,1263,0,501,244,296,361,245,485,287,200,0,1160,0,1135,0,1019,687,621,1165,-,8
2015,12,Preta,LP,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Preta,LP,A,Não,9057,Norte,8933,Masculino,14613,EB incompleta,5175,5397.0,14601,Não,199,11741,487,797,17221,358,26667,10121,Não,7357,Sim,6042,Não,10473,30894,23328,23505,Avançado,843
2015,12,Preta,LP,B,Sim,25186,Nordeste,13377,Feminino,19140,EB incompleta,4820,4450.0,12866,Sim,2318,15456,29847,15970,12609,20501,6666,22541,Sim,25726,Não,8763,Não,10738,2062,7965,7403,Proficiente,9493
2015,12,Preta,LP,C,-,0,Centro-Oeste,6193,-,0,EB incompleta,3862,3689.0,5513,Sim,13019,4568,3223,10692,3274,9037,468,1282,0,0,Não,6867,Não,3706,600,2329,2170,Básico,11000
2015,12,Preta,LP,D,-,0,Sudeste,1422,-,0,EB completa,10506,8400.0,0,Sim,14024,1524,313,4425,650,2616,109,81,0,0,Não,9644,Não,3337,0,0,0,Insuficiente,12899
2015,12,Preta,LP,E,-,0,Sul,4318,-,0,EB completa,6297,4197.0,0,Sim,4182,710,77,1998,244,1246,46,18,0,0,0,1792,Sim,4970,0,0,0,-,0
2015,12,Preta,LP,F,-,0,-,0,-,0,ES completo,2367,5051.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Amarela,MT,*,-,0,-,0,-,18,0,96,219.0,102,0,42,20,27,23,24,44,35,13,0,103,0,102,0,76,70,60,110,-,2
2015,12,Amarela,MT,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Amarela,MT,A,Não,1017,Norte,642,Masculino,1085,EB incompleta,391,428.0,1131,Não,27,876,39,62,1279,36,2268,835,Não,630,Sim,462,Não,944,2716,1793,2105,Avançado,69
2015,12,Amarela,MT,B,Sim,1967,Nordeste,1236,Feminino,1881,EB incompleta,426,373.0,1163,Sim,174,1356,2533,1271,1207,1563,597,1993,Sim,2251,Não,719,Não,943,143,892,587,Proficiente,256
2015,12,Amarela,MT,C,-,0,Centro-Oeste,482,-,0,EB incompleta,316,337.0,588,Sim,1054,455,320,962,352,908,56,128,0,0,Não,612,Não,294,55,239,182,Básico,879
2015,12,Amarela,MT,D,-,0,Sudeste,156,-,0,EB completa,951,806.0,0,Sim,1287,178,46,420,89,272,14,4,0,0,Não,966,Não,294,0,0,0,Insuficiente,1778
2015,12,Amarela,MT,E,-,0,Sul,468,-,0,EB completa,609,397.0,0,Sim,400,99,19,246,33,161,14,11,0,0,0,123,Sim,433,0,0,0,-,0
2015,12,Amarela,MT,F,-,0,-,0,-,0,ES completo,195,424.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Branca,MT,*,-,0,-,0,-,197,0,380,1095.0,573,0,288,124,150,237,85,317,175,70,0,589,0,609,0,525,374,355,581,-,3
2015,12,Branca,MT,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Branca,MT,A,Não,10508,Norte,2826,Masculino,10211,EB incompleta,1992,2133.0,9483,Não,86,3670,167,334,6140,99,16267,3481,Não,4836,Sim,2964,Não,8232,21847,11637,18105,Avançado,1366
2015,12,Branca,MT,B,Sim,12765,Nordeste,5338,Feminino,12865,EB incompleta,2521,2626.0,8675,Sim,869,10558,19258,7273,10817,9881,6123,18262,Sim,17848,Não,5668,Não,6860,814,9371,3596,Proficiente,3465
2015,12,Branca,MT,C,-,0,Centro-Oeste,6091,-,0,EB incompleta,2340,2569.0,4542,Sim,7174,5278,3193,7864,4830,7356,585,1355,0,0,Não,5293,Não,2045,238,1910,991,Básico,7836
2015,12,Branca,MT,D,-,0,Sudeste,5758,-,0,EB completa,7668,6825.0,0,Sim,11082,2368,410,4551,1062,3541,74,77,0,0,Não,8117,Não,1631,0,0,0,Insuficiente,10603
2015,12,Branca,MT,E,-,0,Sul,3260,-,0,EB completa,7270,5685.0,0,Sim,3774,1275,95,3014,339,2079,49,28,0,0,0,622,Sim,3980,0,0,0,-,0
2015,12,Branca,MT,F,-,0,-,0,-,0,ES completo,1102,2340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Indígena,MT,*,-,0,-,0,-,20,0,54,101.0,47,0,16,8,11,11,12,25,11,6,0,44,0,43,0,40,24,25,45,-,0
2015,12,Indígena,MT,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Indígena,MT,A,Não,205,Norte,298,Masculino,477,EB incompleta,194,183.0,426,Não,19,406,36,40,587,30,746,329,Não,263,Sim,195,Não,284,847,704,565,Avançado,12
2015,12,Indígena,MT,B,Sim,792,Nordeste,351,Feminino,500,EB incompleta,147,134.0,355,Sim,102,405,812,463,295,617,208,608,Sim,690,Não,220,Não,279,88,197,302,Proficiente,31
2015,12,Indígena,MT,C,-,0,Centro-Oeste,176,-,0,EB incompleta,118,108.0,169,Sim,355,111,114,308,69,232,14,47,0,0,Não,179,Não,117,38,71,85,Básico,216
2015,12,Indígena,MT,D,-,0,Sudeste,51,-,0,EB completa,253,212.0,0,Sim,361,39,15,120,19,52,9,3,0,0,Não,278,Não,106,0,0,0,Insuficiente,738
2015,12,Indígena,MT,E,-,0,Sul,121,-,0,EB completa,150,105.0,0,Sim,144,28,9,55,15,41,9,4,0,0,0,82,Sim,171,0,0,0,-,0
2015,12,Indígena,MT,F,-,0,-,0,-,0,ES completo,81,154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Parda,MT,*,-,0,-,0,-,144,0,320,725.0,247,0,131,57,75,82,53,122,70,58,0,287,0,242,0,212,182,141,290,-,6
2015,12,Parda,MT,.,-,0,-,0,-,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
2015,12,Parda,MT,A,Não,1743,Norte,1468,Masculino,3815,EB incompleta,1162,1181.0,3301,Não,84,2618,141,222,4282,131,6090,2403,Não,1849,Sim,1405,Não,2336,6906,5455,4919,Avançado,117
2015,12,Parda,MT,B,Sim,5926,Nordeste,2950,Feminino,3710,EB incompleta,1094,886.0,2783,Sim,601,3602,6667,3450,2618,4857,1362,4867,Sim,5533,Não,1846,Não,2507,440,1511,1824,Proficiente,416
2015,12,Parda,MT,C,-,0,Centro-Oeste,1983,-,0,EB incompleta,835,859.0,1338,Sim,3014,948,689,2552,551,1862,109,302,0,0,Não,1458,Não,784,141,562,636,Básico,2183
2015,12,Parda,MT,D,-,0,Sudeste,301,-,0,EB completa,2430,1840.0,0,Sim,2975,306,69,966,107,509,11,29,0,0,Não,2289,Não,724,0,0,0,Insuficiente,4947
2015,12,Parda,MT,E,-,0,Sul,967,-,0,EB completa,1210,830.0,0,Sim,864,138,28,397,58,188,27,10,0,0,0,429,Sim,1106,0,0,0,-,0
2015,12,Parda,MT,F,-,0,-,0,-,0,ES completo,618,1348.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0
