ano,disciplina,raca_cor,value,presenca,cont_presenca,nota,cont_nota
2013,CN,Amarela,F,-,0,Abaixo de 400,19486
2013,CN,Branca,*,-,0,Sem nota,737419
2013,CN,Branca,A,Falta,735968,Acima de 800,334
2013,CN,Branca,B,Presença,2099241,Entre 800 e 700,20358
2013,CN,Branca,C,Eliminação,1887,Entre 700 e 600,160368
2013,CN,Branca,D,-,0,Entre 600 e 500,622505
2013,CN,Branca,E,-,0,Entre 500 e 400,1027923
2013,CN,Branca,F,-,0,Abaixo de 400,268189
2013,CN,Indígena,*,-,0,Sem nota,13789
2013,CN,Indígena,A,Falta,13742,Acima de 800,2
2013,CN,Indígena,B,Presença,32766,Entre 800 e 700,29
2013,CN,Indígena,C,Eliminação,56,Entre 700 e 600,540
2013,CN,Indígena,D,-,0,Entre 600 e 500,5176
2013,CN,Indígena,E,-,0,Entre 500 e 400,19216
2013,CN,Indígena,F,-,0,Abaixo de 400,7812
2013,CN,Parda,*,-,0,Sem nota,873541
2013,CN,Parda,A,Falta,871593,Acima de 800,104
2013,CN,Parda,B,Presença,2240451,Entre 800 e 700,5710
2013,CN,Parda,C,Eliminação,2472,Entre 700 e 600,66199
2013,CN,Parda,D,-,0,Entre 600 e 500,460582
2013,CN,Parda,E,-,0,Entre 500 e 400,1257293
2013,CN,Parda,F,-,0,Abaixo de 400,451087
2013,CN,Preta,*,-,0,Sem nota,266982
2013,CN,Preta,A,Falta,266416,Acima de 800,13
2013,CN,Preta,B,Presença,624735,Entre 800 e 700,847
2013,CN,Preta,C,Eliminação,715,Entre 700 e 600,14689
2013,CN,Preta,D,-,0,Entre 600 e 500,129565
2013,CN,Preta,E,-,0,Entre 500 e 400,355157
2013,CN,Preta,F,-,0,Abaixo de 400,124613
2013,LP,Amarela,*,-,0,Sem nota,45543
2013,LP,Amarela,A,Falta,45416,Acima de 800,0
2013,LP,Amarela,B,Presença,114084,Entre 800 e 700,136
2013,LP,Amarela,C,Eliminação,130,Entre 700 e 600,7810
2013,LP,Amarela,D,-,0,Entre 600 e 500,45848
2013,LP,Amarela,E,-,0,Entre 500 e 400,46101
2013,LP,Amarela,F,-,0,Abaixo de 400,14192
2013,LP,Branca,*,-,0,Sem nota,806156
2013,LP,Branca,A,Falta,804181,Acima de 800,6
2013,LP,Branca,B,Presença,2030882,Entre 800 e 700,4556
2013,LP,Branca,C,Eliminação,2033,Entre 700 e 600,206609
2013,LP,Branca,D,-,0,Entre 600 e 500,910551
2013,LP,Branca,E,-,0,Entre 500 e 400,707672
2013,LP,Branca,F,-,0,Abaixo de 400,201546
2013,LP,Indígena,*,-,0,Sem nota,15110
2013,LP,Indígena,A,Falta,15064,Acima de 800,0
2013,LP,Indígena,B,Presença,31454,Entre 800 e 700,11
2013,LP,Indígena,C,Eliminação,46,Entre 700 e 600,831
2013,LP,Indígena,D,-,0,Entre 600 e 500,8800
2013,LP,Indígena,E,-,0,Entre 500 e 400,15008
2013,LP,Indígena,F,-,0,Abaixo de 400,6804
2013,LP,Parda,*,-,0,Sem nota,949670
2013,LP,Parda,A,Falta,947148,Acima de 800,5
2013,LP,Parda,B,Presença,2164783,Entre 800 e 700,1584
2013,LP,Parda,C,Eliminação,2585,Entre 700 e 600,99360
2013,LP,Parda,D,-,0,Entre 600 e 500,762417
2013,LP,Parda,E,-,0,Entre 500 e 400,945981
2013,LP,Parda,F,-,0,Abaixo de 400,355499
2013,LP,Preta,*,-,0,Sem nota,288869
2013,LP,Preta,A,Falta,288105,Acima de 800,2
2013,LP,Preta,B,Presença,602978,Entre 800 e 700,308
2013,LP,Preta,C,Eliminação,783,Entre 700 e 600,25381
2013,LP,Preta,D,-,0,Entre 600 e 500,222848
2013,LP,Preta,E,-,0,Entre 500 e 400,260922
2013,LP,Preta,F,-,0,Abaixo de 400,93536
2013,MT,Amarela,*,-,0,Sem nota,45543
2013,MT,Amarela,A,Falta,45416,Acima de 800,1425
2013,MT,Amarela,B,Presença,114084,Entre 800 e 700,5758
2013,MT,Amarela,C,Eliminação,130,Entre 700 e 600,17766
2013,MT,Amarela,D,-,0,Entre 600 e 500,35296
2013,MT,Amarela,E,-,0,Entre 500 e 400,36640
2013,MT,Amarela,F,-,0,Abaixo de 400,17202
2013,MT,Branca,*,-,0,Sem nota,806156
2013,MT,Branca,A,Falta,804181,Acima de 800,22698
2013,MT,Branca,B,Presença,2030882,Entre 800 e 700,123272
2013,MT,Branca,C,Eliminação,2033,Entre 700 e 600,415792
2013,MT,Branca,D,-,0,Entre 600 e 500,666513
2013,MT,Branca,E,-,0,Entre 500 e 400,566571
2013,MT,Branca,F,-,0,Abaixo de 400,236094
2013,MT,Indígena,*,-,0,Sem nota,15110
2013,MT,Indígena,A,Falta,15064,Acima de 800,31
2013,MT,Indígena,B,Presença,31454,Entre 800 e 700,370
2013,MT,Indígena,C,Eliminação,46,Entre 700 e 600,2613
2013,MT,Indígena,D,-,0,Entre 600 e 500,8410
2013,MT,Indígena,E,-,0,Entre 500 e 400,12788
2013,MT,Indígena,F,-,0,Abaixo de 400,7242
2013,MT,Parda,*,-,0,Sem nota,949670
2013,MT,Parda,A,Falta,947148,Acima de 800,6166
2013,MT,Parda,B,Presença,2164783,Entre 800 e 700,46641
2013,MT,Parda,C,Eliminação,2585,Entre 700 e 600,257058
2013,MT,Parda,D,-,0,Entre 600 e 500,651368
2013,MT,Parda,E,-,0,Entre 500 e 400,794577
2013,MT,Parda,F,-,0,Abaixo de 400,409036
2013,MT,Preta,*,-,0,Sem nota,288869
2013,MT,Preta,A,Falta,288105,Acima de 800,912
2013,MT,Preta,B,Presença,602978,Entre 800 e 700,9466
2013,MT,Preta,C,Eliminação,783,Entre 700 e 600,65702
2013,MT,Preta,D,-,0,Entre 600 e 500,185253
2013,MT,Preta,E,-,0,Entre 500 e 400,226659
2013,MT,Preta,F,-,0,Abaixo de 400,115005
2014,CH,Amarela,*,-,0,Sem nota,53121
2014,CH,Amarela,A,Falta,53067,Acima de 800,8
2014,CH,Amarela,B,Presença,134830,Entre 800 e 700,1515
2014,CH,Amarela,C,Eliminação,54,Entre 700 e 600,28108
2014,CH,Amarela,D,-,0,Entre 600 e 500,71897
2014,CH,Amarela,E,-,0,Entre 500 e 400,29356
2014,CH,Amarela,F,-,0,Abaixo de 400,3946
2014,CH,Branca,*,-,0,Sem nota,914728
2014,CH,Branca,A,Falta,913877,Acima de 800,228
2014,CH,Branca,B,Presença,2374125,Entre 800 e 700,43439
2014,CH,Branca,C,Eliminação,856,Entre 700 e 600,666772
2014,CH,Branca,D,-,0,Entre 600 e 500,1209010
2014,CH,Branca,E,-,0,Entre 500 e 400,404761
2014,CH,Branca,F,-,0,Abaixo de 400,49920
2014,CH,Indígena,*,-,0,Sem nota,17303
2014,CH,Indígena,A,Falta,17268,Acima de 800,1
2014,CH,Indígena,B,Presença,37480,Entre 800 e 700,148
2014,CH,Indígena,C,Eliminação,35,Entre 700 e 600,4580
2014,CH,Indígena,D,-,0,Entre 600 e 500,19170
2014,CH,Indígena,E,-,0,Entre 500 e 400,11704
2014,CH,Indígena,F,-,0,Abaixo de 400,1877
2014,CH,Parda,*,-,0,Sem nota,1179280
2014,CH,Parda,A,Falta,1177950,Acima de 800,96
2014,CH,Parda,B,Presença,2757914,Entre 800 e 700,18740
2014,CH,Parda,C,Eliminação,1332,Entre 700 e 600,487569
2014,CH,Parda,D,-,0,Entre 600 e 500,1437421
2014,CH,Parda,E,-,0,Entre 500 e 400,710405
2014,CH,Parda,F,-,0,Abaixo de 400,103685
2014,CH,Preta,*,-,0,Sem nota,349987
2014,CH,Preta,A,Falta,349583,Acima de 800,10
2014,CH,Preta,B,Presença,764031,Entre 800 e 700,4319
2014,CH,Preta,C,Eliminação,405,Entre 700 e 600,144820
2014,CH,Preta,D,-,0,Entre 600 e 500,404459
2014,CH,Preta,E,-,0,Entre 500 e 400,183605
2014,CH,Preta,F,-,0,Abaixo de 400,26819
2014,CN,Amarela,*,-,0,Sem nota,53121
2014,CN,Amarela,A,Falta,53067,Acima de 800,45
2014,CN,Amarela,B,Presença,134830,Entre 800 e 700,1357
2014,CN,Amarela,C,Eliminação,54,Entre 700 e 600,9022
2014,CN,Amarela,D,-,0,Entre 600 e 500,41236
2014,CN,Amarela,E,-,0,Entre 500 e 400,67078
2014,CN,Amarela,F,-,0,Abaixo de 400,16092
2014,CN,Branca,*,-,0,Sem nota,914728
2014,CN,Branca,A,Falta,913877,Acima de 800,619
2014,CN,Branca,B,Presença,2374125,Entre 800 e 700,22081
2014,CN,Branca,C,Eliminação,856,Entre 700 e 600,215743
2014,CN,Branca,D,-,0,Entre 600 e 500,841637
2014,CN,Branca,E,-,0,Entre 500 e 400,1071856
2014,CN,Branca,F,-,0,Abaixo de 400,222194
2014,CN,Indígena,*,-,0,Sem nota,17303
2014,CN,Indígena,A,Falta,17268,Acima de 800,3
2014,CN,Indígena,B,Presença,37480,Entre 800 e 700,45
2014,CN,Indígena,C,Eliminação,35,Entre 700 e 600,818
2014,CN,Indígena,D,-,0,Entre 600 e 500,8627
2014,CN,Indígena,E,-,0,Entre 500 e 400,21234
2014,CN,Indígena,F,-,0,Abaixo de 400,6753
2014,CN,Parda,*,-,0,Sem nota,1179280
2014,CN,Parda,A,Falta,1177950,Acima de 800,147
2014,CN,Parda,B,Presença,2757914,Entre 800 e 700,6467
2014,CN,Parda,C,Eliminação,1332,Entre 700 e 600,106200
2014,CN,Parda,D,-,0,Entre 600 e 500,766916
2014,CN,Parda,E,-,0,Entre 500 e 400,1483604
2014,CN,Parda,F,-,0,Abaixo de 400,394582
2014,CN,Preta,*,-,0,Sem nota,349987
2014,CN,Preta,A,Falta,349583,Acima de 800,22
2014,CN,Preta,B,Presença,764031,Entre 800 e 700,943
2014,CN,Preta,C,Eliminação,405,Entre 700 e 600,24292
2014,CN,Preta,D,-,0,Entre 600 e 500,215554
2014,CN,Preta,E,-,0,Entre 500 e 400,414657
2014,CN,Preta,F,-,0,Abaixo de 400,108564
2014,LP,Amarela,*,-,0,Sem nota,57172
2014,LP,Amarela,A,Falta,57084,Acima de 800,0
2014,LP,Amarela,B,Presença,130779,Entre 800 e 700,98
2014,LP,Amarela,C,Eliminação,88,Entre 700 e 600,10138
2014,LP,Amarela,D,-,0,Entre 600 e 500,66046
2014,LP,Amarela,E,-,0,Entre 500 e 400,45005
2014,LP,Amarela,F,-,0,Abaixo de 400,9492
2014,LP,Branca,*,-,0,Sem nota,980973
2014,LP,Branca,A,Falta,979600,Acima de 800,4
2014,LP,Branca,B,Presença,2307882,Entre 800 e 700,3300
2014,LP,Branca,C,Eliminação,1376,Entre 700 e 600,288344
2014,LP,Branca,D,-,0,Entre 600 e 500,1234811
2014,LP,Branca,E,-,0,Entre 500 e 400,654746
2014,LP,Branca,F,-,0,Abaixo de 400,126680
2014,LP,Indígena,*,-,0,Sem nota,18663
2014,LP,Indígena,A,Falta,18624,Acima de 800,0
2014,LP,Indígena,B,Presença,36120,Entre 800 e 700,8
2014,LP,Indígena,C,Eliminação,39,Entre 700 e 600,1209
2014,LP,Indígena,D,-,0,Entre 600 e 500,14110
2014,LP,Indígena,E,-,0,Entre 500 e 400,16118
2014,LP,Indígena,F,-,0,Abaixo de 400,4675
2014,LP,Parda,*,-,0,Sem nota,1264999
2014,LP,Parda,A,Falta,1263048,Acima de 800,3
2014,LP,Parda,B,Presença,2672195,Entre 800 e 700,1076
2014,LP,Parda,C,Eliminação,1953,Entre 700 e 600,148311
2014,LP,Parda,D,-,0,Entre 600 e 500,1230610
2014,LP,Parda,E,-,0,Entre 500 e 400,1040268
2014,LP,Parda,F,-,0,Abaixo de 400,251929
2014,LP,Preta,*,-,0,Sem nota,373508
2014,LP,Preta,A,Falta,372919,Acima de 800,0
2014,LP,Preta,B,Presença,740509,Entre 800 e 700,219
2014,LP,Preta,C,Eliminação,591,Entre 700 e 600,39096
2014,LP,Preta,D,-,0,Entre 600 e 500,349468
2014,LP,Preta,E,-,0,Entre 500 e 400,284864
2014,LP,Preta,F,-,0,Abaixo de 400,66864
2014,MT,Amarela,*,-,0,Sem nota,57172
2014,MT,Amarela,A,Falta,57084,Acima de 800,1908
2014,MT,Amarela,B,Presença,130779,Entre 800 e 700,4779
2014,MT,Amarela,C,Eliminação,88,Entre 700 e 600,11966
2014,MT,Amarela,D,-,0,Entre 600 e 500,26827
2014,MT,Amarela,E,-,0,Entre 500 e 400,50449
2014,MT,Amarela,F,-,0,Abaixo de 400,34850
2014,MT,Branca,*,-,0,Sem nota,980973
2014,MT,Branca,A,Falta,979600,Acima de 800,34027
2014,MT,Branca,B,Presença,2307882,Entre 800 e 700,106755
2014,MT,Branca,C,Eliminação,1376,Entre 700 e 600,289090
2014,MT,Branca,D,-,0,Entre 600 e 500,550515
2014,MT,Branca,E,-,0,Entre 500 e 400,830494
2014,MT,Branca,F,-,0,Abaixo de 400,497004
2014,MT,Indígena,*,-,0,Sem nota,18663
2014,MT,Indígena,A,Falta,18624,Acima de 800,78
2014,MT,Indígena,B,Presença,36120,Entre 800 e 700,313
2014,MT,Indígena,C,Eliminação,39,Entre 700 e 600,1516
2014,MT,Indígena,D,-,0,Entre 600 e 500,5654
2014,MT,Indígena,E,-,0,Entre 500 e 400,15446
2014,MT,Indígena,F,-,0,Abaixo de 400,13113
2014,MT,Parda,*,-,0,Sem nota,1264999
2014,MT,Parda,A,Falta,1263048,Acima de 800,10234
2014,MT,Parda,B,Presença,2672195,Entre 800 e 700,43888
2014,MT,Parda,C,Eliminação,1953,Entre 700 e 600,173473
2014,MT,Parda,D,-,0,Entre 600 e 500,502461
2014,MT,Parda,E,-,0,Entre 500 e 400,1111412
2014,MT,Parda,F,-,0,Abaixo de 400,830729
2014,MT,Preta,*,-,0,Sem nota,373508
2014,MT,Preta,A,Falta,372919,Acima de 800,1554
2014,MT,Preta,B,Presença,740509,Entre 800 e 700,8940
2014,MT,Preta,C,Eliminação,591,Entre 700 e 600,43502
2014,MT,Preta,D,-,0,Entre 600 e 500,141446
2014,MT,Preta,E,-,0,Entre 500 e 400,314402
2014,MT,Preta,F,-,0,Abaixo de 400,230667
2015,CH,Amarela,*,-,4,Sem nota,41607
2015,CH,Amarela,A,Falta,41529,Acima de 800,2
2015,CH,Amarela,B,Presença,128621,Entre 800 e 700,1591
2015,CH,Amarela,C,Eliminação,74,Entre 700 e 600,33555
2015,CH,Amarela,D,-,0,Entre 600 e 500,67295
2015,CH,Amarela,E,-,0,Entre 500 e 400,23593
2015,CH,Amarela,F,-,0,Abaixo de 400,2585
2015,CH,Branca,*,-,113,Sem nota,684999
2015,CH,Branca,A,Falta,683525,Acima de 800,139
2015,CH,Branca,B,Presença,2158818,Entre 800 e 700,46873
2015,CH,Branca,C,Eliminação,1361,Entre 700 e 600,750927
2015,CH,Branca,D,-,0,Entre 600 e 500,1027982
2015,CH,Branca,E,-,0,Entre 500 e 400,301023
2015,CH,Branca,F,-,0,Abaixo de 400,31874
2015,CH,Indígena,*,-,2,Sem nota,13400
2015,CH,Indígena,A,Falta,13374,Acima de 800,0
2015,CH,Indígena,B,Presença,31406,Entre 800 e 700,170
2015,CH,Indígena,C,Eliminação,24,Entre 700 e 600,5038
2015,CH,Indígena,D,-,0,Entre 600 e 500,16714
2015,CH,Indígena,E,-,0,Entre 500 e 400,8420
2015,CH,Indígena,F,-,0,Abaixo de 400,1064
2015,CH,Parda,*,-,159,Sem nota,927823
2015,CH,Parda,A,Falta,926220,Acima de 800,51
2015,CH,Parda,B,Presença,2601041,Entre 800 e 700,21557
2015,CH,Parda,C,Eliminação,1444,Entre 700 e 600,598254
2015,CH,Parda,D,-,0,Entre 600 e 500,1376803
2015,CH,Parda,E,-,0,Entre 500 e 400,541195
2015,CH,Parda,F,-,0,Abaixo de 400,63181
2015,CH,Preta,*,-,52,Sem nota,280946
2015,CH,Preta,A,Falta,280398,Acima de 800,12
2015,CH,Preta,B,Presença,732971,Entre 800 e 700,4731
2015,CH,Preta,C,Eliminação,496,Entre 700 e 600,171543
2015,CH,Preta,D,-,0,Entre 600 e 500,392929
2015,CH,Preta,E,-,0,Entre 500 e 400,146917
2015,CH,Preta,F,-,0,Abaixo de 400,16839
2015,CN,Amarela,*,-,4,Sem nota,41607
2015,CN,Amarela,A,Falta,41529,Acima de 800,45
2015,CN,Amarela,B,Presença,128621,Entre 800 e 700,1133
2015,CN,Amarela,C,Eliminação,74,Entre 700 e 600,7828
2015,CN,Amarela,D,-,0,Entre 600 e 500,36044
2015,CN,Amarela,E,-,0,Entre 500 e 400,67370
2015,CN,Amarela,F,-,0,Abaixo de 400,16201
2015,CN,Branca,*,-,113,Sem nota,684999
2015,CN,Branca,A,Falta,683525,Acima de 800,382
2015,CN,Branca,B,Presença,2158818,Entre 800 e 700,17763
2015,CN,Branca,C,Eliminação,1361,Entre 700 e 600,183556
2015,CN,Branca,D,-,0,Entre 600 e 500,738669
2015,CN,Branca,E,-,0,Entre 500 e 400,1016066
2015,CN,Branca,F,-,0,Abaixo de 400,202382
2015,CN,Indígena,*,-,2,Sem nota,13400
2015,CN,Indígena,A,Falta,13374,Acima de 800,1
2015,CN,Indígena,B,Presença,31406,Entre 800 e 700,42
2015,CN,Indígena,C,Eliminação,24,Entre 700 e 600,616
2015,CN,Indígena,D,-,0,Entre 600 e 500,6233
2015,CN,Indígena,E,-,0,Entre 500 e 400,18270
2015,CN,Indígena,F,-,0,Abaixo de 400,6244
2015,CN,Parda,*,-,159,Sem nota,927823
2015,CN,Parda,A,Falta,926220,Acima de 800,107
2015,CN,Parda,B,Presença,2601041,Entre 800 e 700,5811
2015,CN,Parda,C,Eliminação,1444,Entre 700 e 600,93678
2015,CN,Parda,D,-,0,Entre 600 e 500,674316
2015,CN,Parda,E,-,0,Entre 500 e 400,1440191
2015,CN,Parda,F,-,0,Abaixo de 400,386938
2015,CN,Preta,*,-,52,Sem nota,280946
2015,CN,Preta,A,Falta,280398,Acima de 800,14
2015,CN,Preta,B,Presença,732971,Entre 800 e 700,860
2015,CN,Preta,C,Eliminação,496,Entre 700 e 600,19962
2015,CN,Preta,D,-,0,Entre 600 e 500,191317
2015,CN,Preta,E,-,0,Entre 500 e 400,413313
2015,CN,Preta,F,-,0,Abaixo de 400,107505
2015,LP,Amarela,*,-,4,Sem nota,44580
2015,LP,Amarela,A,Falta,44467,Acima de 800,0
2015,LP,Amarela,B,Presença,125648,Entre 800 e 700,217
2015,LP,Amarela,C,Eliminação,109,Entre 700 e 600,10353
2015,LP,Amarela,D,-,0,Entre 600 e 500,57507
2015,LP,Amarela,E,-,0,Entre 500 e 400,47235
2015,LP,Amarela,F,-,0,Abaixo de 400,10336
2015,LP,Branca,*,-,100,Sem nota,733162
2015,LP,Branca,A,Falta,731338,Acima de 800,6
2015,LP,Branca,B,Presença,2110655,Entre 800 e 700,4675
2015,LP,Branca,C,Eliminação,1724,Entre 700 e 600,277392
2015,LP,Branca,D,-,0,Entre 600 e 500,1063689
2015,LP,Branca,E,-,0,Entre 500 e 400,641330
2015,LP,Branca,F,-,0,Abaixo de 400,123563
2015,LP,Indígena,*,-,2,Sem nota,14225
2015,LP,Indígena,A,Falta,14198,Acima de 800,0
2015,LP,Indígena,B,Presença,30581,Entre 800 e 700,12
2015,LP,Indígena,C,Eliminação,25,Entre 700 e 600,1042
2015,LP,Indígena,D,-,0,Entre 600 e 500,10665
2015,LP,Indígena,E,-,0,Entre 500 e 400,14407
2015,LP,Indígena,F,-,0,Abaixo de 400,4455
2015,LP,Parda,*,-,152,Sem nota,986060
2015,LP,Parda,A,Falta,984112,Acima de 800,0
2015,LP,Parda,B,Presença,2542804,Entre 800 e 700,1571
2015,LP,Parda,C,Eliminação,1796,Entre 700 e 600,151512
2015,LP,Parda,D,-,0,Entre 600 e 500,1094775
2015,LP,Parda,E,-,0,Entre 500 e 400,1038185
2015,LP,Parda,F,-,0,Abaixo de 400,256761
2015,LP,Preta,*,-,49,Sem nota,297552
2015,LP,Preta,A,Falta,296931,Acima de 800,0
2015,LP,Preta,B,Presença,716365,Entre 800 e 700,267
2015,LP,Preta,C,Eliminação,572,Entre 700 e 600,39112
2015,LP,Preta,D,-,0,Entre 600 e 500,319565
2015,LP,Preta,E,-,0,Entre 500 e 400,287571
2015,LP,Preta,F,-,0,Abaixo de 400,69850
2015,MT,Amarela,*,-,4,Sem nota,44580
2015,MT,Amarela,A,Falta,44467,Acima de 800,1858
2015,MT,Amarela,B,Presença,125648,Entre 800 e 700,5079
2015,MT,Amarela,C,Eliminação,109,Entre 700 e 600,10519
2015,MT,Amarela,D,-,0,Entre 600 e 500,21729
2015,MT,Amarela,E,-,0,Entre 500 e 400,49292
2015,MT,Amarela,F,-,0,Abaixo de 400,37171
2015,MT,Branca,*,-,100,Sem nota,733162
2015,MT,Branca,A,Falta,731338,Acima de 800,31349
2015,MT,Branca,B,Presença,2110655,Entre 800 e 700,109624
2015,MT,Branca,C,Eliminação,1724,Entre 700 e 600,247536
2015,MT,Branca,D,-,0,Entre 600 e 500,447323
2015,MT,Branca,E,-,0,Entre 500 e 400,779241
2015,MT,Branca,F,-,0,Abaixo de 400,495582
2015,MT,Indígena,*,-,2,Sem nota,14225
2015,MT,Indígena,A,Falta,14198,Acima de 800,56
2015,MT,Indígena,B,Presença,30581,Entre 800 e 700,303
2015,MT,Indígena,C,Eliminação,25,Entre 700 e 600,1129
2015,MT,Indígena,D,-,0,Entre 600 e 500,3777
2015,MT,Indígena,E,-,0,Entre 500 e 400,12733
2015,MT,Indígena,F,-,0,Abaixo de 400,12583
2015,MT,Parda,*,-,152,Sem nota,986060
2015,MT,Parda,A,Falta,984112,Acima de 800,10616
2015,MT,Parda,B,Presença,2542804,Entre 800 e 700,50543
2015,MT,Parda,C,Eliminação,1796,Entre 700 e 600,157307
2015,MT,Parda,D,-,0,Entre 600 e 500,423066
2015,MT,Parda,E,-,0,Entre 500 e 400,1057483
2015,MT,Parda,F,-,0,Abaixo de 400,843789
2015,MT,Preta,*,-,49,Sem nota,297552
2015,MT,Preta,A,Falta,296931,Acima de 800,1436
2015,MT,Preta,B,Presença,716365,Entre 800 e 700,9400
2015,MT,Preta,C,Eliminação,572,Entre 700 e 600,37005
2015,MT,Preta,D,-,0,Entre 600 e 500,114900
2015,MT,Preta,E,-,0,Entre 500 e 400,303272
2015,MT,Preta,F,-,0,Abaixo de 400,250352
2016,CH,Amarela,*,-,4,Sem nota,60518
2016,CH,Amarela,A,Falta,60431,Acima de 800,18
2016,CH,Amarela,B,Presença,140579,Entre 800 e 700,1411
2016,CH,Amarela,C,Eliminação,83,Entre 700 e 600,22694
2016,CH,Amarela,D,-,0,Entre 600 e 500,70727
2016,CH,Amarela,E,-,0,Entre 500 e 400,39897
2016,CH,Amarela,F,-,0,Abaixo de 400,5832
2016,CH,Branca,*,-,117,Sem nota,878930
2016,CH,Branca,A,Falta,877625,Acima de 800,387
2016,CH,Branca,B,Presença,2168497,Entre 800 e 700,35848
2016,CH,Branca,C,Eliminação,1188,Entre 700 e 600,524739
2016,CH,Branca,D,-,0,Entre 600 e 500,1071275
2016,CH,Branca,E,-,0,Entre 500 e 400,472970
2016,CH,Branca,F,-,0,Abaixo de 400,63278
2016,CH,Indígena,*,-,4,Sem nota,19198
2016,CH,Indígena,A,Falta,19155,Acima de 800,0
2016,CH,Indígena,B,Presença,35053,Entre 800 e 700,110
2016,CH,Indígena,C,Eliminação,39,Entre 700 e 600,2986
2016,CH,Indígena,D,-,0,Entre 600 e 500,16076
2016,CH,Indígena,E,-,0,Entre 500 e 400,13375
2016,CH,Indígena,F,-,0,Abaixo de 400,2506
2016,CH,Parda,*,-,176,Sem nota,1235923
2016,CH,Parda,A,Falta,1234019,Acima de 800,179
2016,CH,Parda,B,Presença,2767909,Entre 800 e 700,17309
2016,CH,Parda,C,Eliminação,1728,Entre 700 e 600,389242
2016,CH,Parda,D,-,0,Entre 600 e 500,1362582
2016,CH,Parda,E,-,0,Entre 500 e 400,861840
2016,CH,Parda,F,-,0,Abaixo de 400,136757
2016,CH,Preta,*,-,62,Sem nota,377205
2016,CH,Preta,A,Falta,376562,Acima de 800,26
2016,CH,Preta,B,Presença,778529,Entre 800 e 700,3951
2016,CH,Preta,C,Eliminação,581,Entre 700 e 600,112159
2016,CH,Preta,D,-,0,Entre 600 e 500,399722
2016,CH,Preta,E,-,0,Entre 500 e 400,227529
2016,CH,Preta,F,-,0,Abaixo de 400,35142
2016,CN,Amarela,*,-,4,Sem nota,60518
2016,CN,Amarela,A,Falta,60431,Acima de 800,50
2016,CN,Amarela,B,Presença,140579,Entre 800 e 700,1405
2016,CN,Amarela,C,Eliminação,83,Entre 700 e 600,9158
2016,CN,Amarela,D,-,0,Entre 600 e 500,34702
2016,CN,Amarela,E,-,0,Entre 500 e 400,78348
2016,CN,Amarela,F,-,0,Abaixo de 400,16916
2016,CN,Branca,*,-,117,Sem nota,878930
2016,CN,Branca,A,Falta,877625,Acima de 800,445
2016,CN,Branca,B,Presença,2168497,Entre 800 e 700,22331
2016,CN,Branca,C,Eliminação,1188,Entre 700 e 600,211116
2016,CN,Branca,D,-,0,Entre 600 e 500,665800
2016,CN,Branca,E,-,0,Entre 500 e 400,1065051
2016,CN,Branca,F,-,0,Abaixo de 400,203754
2016,CN,Indígena,*,-,4,Sem nota,19198
2016,CN,Indígena,A,Falta,19155,Acima de 800,0
2016,CN,Indígena,B,Presença,35053,Entre 800 e 700,46
2016,CN,Indígena,C,Eliminação,39,Entre 700 e 600,714
2016,CN,Indígena,D,-,0,Entre 600 e 500,6258
2016,CN,Indígena,E,-,0,Entre 500 e 400,22166
2016,CN,Indígena,F,-,0,Abaixo de 400,5869
2016,CN,Parda,*,-,176,Sem nota,1235923
2016,CN,Parda,A,Falta,1234019,Acima de 800,141
2016,CN,Parda,B,Presença,2767909,Entre 800 e 700,7640
2016,CN,Parda,C,Eliminação,1728,Entre 700 e 600,113835
2016,CN,Parda,D,-,0,Entre 600 e 500,645756
2016,CN,Parda,E,-,0,Entre 500 e 400,1636477
2016,CN,Parda,F,-,0,Abaixo de 400,364060
2016,CN,Preta,*,-,62,Sem nota,377205
2016,CN,Preta,A,Falta,376562,Acima de 800,15
2016,CN,Preta,B,Presença,778529,Entre 800 e 700,1085
2016,CN,Preta,C,Eliminação,581,Entre 700 e 600,25065
2016,CN,Preta,D,-,0,Entre 600 e 500,181625
2016,CN,Preta,E,-,0,Entre 500 e 400,467688
2016,CN,Preta,F,-,0,Abaixo de 400,103051
2016,LP,Amarela,*,-,4,Sem nota,64212
2016,LP,Amarela,A,Falta,64106,Acima de 800,0
2016,LP,Amarela,B,Presença,136885,Entre 800 e 700,198
2016,LP,Amarela,C,Eliminação,102,Entre 700 e 600,15274
2016,LP,Amarela,D,-,0,Entre 600 e 500,70088
2016,LP,Amarela,E,-,0,Entre 500 e 400,45210
2016,LP,Amarela,F,-,0,Abaixo de 400,6115
2016,LP,Branca,*,-,117,Sem nota,934777
2016,LP,Branca,A,Falta,933092,Acima de 800,0
2016,LP,Branca,B,Presença,2112650,Entre 800 e 700,4876
2016,LP,Branca,C,Eliminação,1568,Entre 700 e 600,379432
2016,LP,Branca,D,-,0,Entre 600 e 500,1126112
2016,LP,Branca,E,-,0,Entre 500 e 400,534524
2016,LP,Branca,F,-,0,Abaixo de 400,67706
2016,LP,Indígena,*,-,4,Sem nota,20274
2016,LP,Indígena,A,Falta,20238,Acima de 800,0
2016,LP,Indígena,B,Presença,33977,Entre 800 e 700,11
2016,LP,Indígena,C,Eliminação,32,Entre 700 e 600,1581
2016,LP,Indígena,D,-,0,Entre 600 e 500,14669
2016,LP,Indígena,E,-,0,Entre 500 e 400,14985
2016,LP,Indígena,F,-,0,Abaixo de 400,2731
